SR4_J2, 9999-04-01 ,1,200
SR4_J2, 9999-05-01 ,1,200
SR4_J2, 9999-06-01 ,1,200
SR4_J2, 9999-07-01 ,1,200
SR4_J2, 9999-08-01 ,1,200
SR4_J2, 9999-09-01 ,1,200
Ag1_GW2, 9999-01-01 ,1,100
Ag1_GW2, 9999-02-01 ,1,100
Ag1_GW2, 9999-03-01 ,1,100
Ag1_GW2, 9999-04-01 ,1,100
Ag1_GW2, 9999-05-01 ,1,100
Ag1_GW2, 9999-06-01 ,1,100
Ag1_GW2, 9999-07-01 ,1,100
Ag1_GW2, 9999-08-01 ,1,100
Ag1_GW2, 9999-09-01 ,1,100
SR3_Hp1, 9999-01-01 ,1,100
SR3_Hp1, 9999-02-01 ,1,100
SR3_Hp1, 9999-03-01 ,1,100
SR3_Hp1, 9999-04-01 ,1,100
SR3_Hp1, 9999-05-01 ,1,100
SR3_Hp1, 9999-06-01 ,1,100
SR3_Hp1, 9999-07-01 ,1,100
SR3_Hp1, 9999-08-01 ,1,100
SR3_Hp1, 9999-09-01 ,1,100
J2_Ag2, 9999-01-01 ,1,100
J2_Ag2, 9999-02-01 ,1,100
J2_Ag2, 9999-03-01 ,1,100
J2_Ag2, 9999-04-01 ,1,100
J2_Ag2, 9999-05-01 ,1,100
J2_Ag2, 9999-06-01 ,1,100
J2_Ag2, 9999-07-01 ,1,100
J2_Ag2, 9999-08-01 ,1,100
J2_Ag2, 9999-09-01 ,1,100
Urb1_GW1, 9999-01-01 ,1,100
Urb1_GW1, 9999-02-01 ,1,100
Urb1_GW1, 9999-03-01 ,1,100
Urb1_GW1, 9999-04-01 ,1,100
Urb1_GW1, 9999-05-01 ,1,100
Urb1_GW1, 9999-06-01 ,1,100
Urb1_GW1, 9999-07-01 ,1,100
Urb1_GW1, 9999-08-01 ,1,100
Urb1_GW1, 9999-09-01 ,1,100
SR4_Urb2, 9999-01-01 ,1,100
SR4_Urb2, 9999-02-01 ,1,100
SR4_Urb2, 9999-03-01 ,1,100
SR4_Urb2, 9999-04-01 ,1,100
SR4_Urb2, 9999-05-01 ,1,100
SR4_Urb2, 9999-06-01 ,1,100
SR4_Urb2, 9999-07-01 ,1,100
SR4_Urb2, 9999-08-01 ,1,100
SR4_Urb2, 9999-09-01 ,1,100
GW1_WTP1, 9999-01-01 ,1,400
GW1_WTP1, 9999-02-01 ,1,400
GW1_WTP1, 9999-03-01 ,1,400
GW1_WTP1, 9999-04-01 ,1,400
GW1_WTP1, 9999-05-01 ,1,400
GW1_WTP1, 9999-06-01 ,1,400
GW1_WTP1, 9999-07-01 ,1,400
GW1_WTP1, 9999-08-01 ,1,400
GW1_WTP1, 9999-09-01 ,1,400
Ag2_J3, 9999-01-01 ,1,100
Ag2_J3, 9999-02-01 ,1,100
Ag2_J3, 9999-03-01 ,1,100
Ag2_J3, 9999-04-01 ,1,100
Ag2_J3, 9999-05-01 ,1,100
Ag2_J3, 9999-06-01 ,1,100
Ag2_J3, 9999-07-01 ,1,100
Ag2_J3, 9999-08-01 ,1,100
Ag2_J3, 9999-09-01 ,1,100
J3_EndPt, 9999-01-01 ,1,350
J3_EndPt, 9999-02-01 ,1,350
J3_EndPt, 9999-03-01 ,1,350
J3_EndPt, 9999-04-01 ,1,350
J3_EndPt, 9999-05-01 ,1,350
J3_EndPt, 9999-06-01 ,1,350
J3_EndPt, 9999-07-01 ,1,350
J3_EndPt, 9999-08-01 ,1,350
J3_EndPt, 9999-09-01 ,1,350
SR1_WTP1, 9999-01-01 ,1,100
SR1_WTP1, 9999-02-01 ,1,100
SR1_WTP1, 9999-03-01 ,1,100
SR1_WTP1, 9999-04-01 ,1,100
SR1_WTP1, 9999-05-01 ,1,100
SR1_WTP1, 9999-06-01 ,1,100
SR1_WTP1, 9999-07-01 ,1,100
SR1_WTP1, 9999-08-01 ,1,100
SR1_WTP1, 9999-09-01 ,1,100
WTP1_Urb1, 9999-01-01 ,1,100
WTP1_Urb1, 9999-02-01 ,1,100
WTP1_Urb1, 9999-03-01 ,1,100
WTP1_Urb1, 9999-04-01 ,1,100
WTP1_Urb1, 9999-05-01 ,1,100
WTP1_Urb1, 9999-06-01 ,1,100
WTP1_Urb1, 9999-07-01 ,1,100
WTP1_Urb1, 9999-08-01 ,1,100
WTP1_Urb1, 9999-09-01 ,1,100
GW1_Urb1, 9999-01-01 ,1,400
GW1_Urb1, 9999-02-01 ,1,400
GW1_Urb1, 9999-03-01 ,1,400
GW1_Urb1, 9999-04-01 ,1,400
GW1_Urb1, 9999-05-01 ,1,400
GW1_Urb1, 9999-06-01 ,1,400
GW1_Urb1, 9999-07-01 ,1,400
GW1_Urb1, 9999-08-01 ,1,400
GW1_Urb1, 9999-09-01 ,1,400
J1_SR2, 9999-01-01 ,1,100
J1_SR2, 9999-02-01 ,1,100
J1_SR2, 9999-03-01 ,1,100
J1_SR2, 9999-04-01 ,1,100
J1_SR2, 9999-05-01 ,1,100
J1_SR2, 9999-06-01 ,1,100
J1_SR2, 9999-07-01 ,1,100
J1_SR2, 9999-08-01 ,1,100
J1_SR2, 9999-09-01 ,1,100
SR1_J1, 9999-01-01 ,1,100
SR1_J1, 9999-02-01 ,1,100
SR1_J1, 9999-03-01 ,1,100
SR1_J1, 9999-04-01 ,1,100
SR1_J1, 9999-05-01 ,1,100
SR1_J1, 9999-06-01 ,1,100
SR1_J1, 9999-07-01 ,1,100
SR1_J1, 9999-08-01 ,1,100
SR1_J1, 9999-09-01 ,1,100
SR4_WTP2, 9999-01-01 ,1,100
SR4_WTP2, 9999-02-01 ,1,100
SR4_WTP2, 9999-03-01 ,1,100
SR4_WTP2, 9999-04-01 ,1,100
SR4_WTP2, 9999-05-01 ,1,100
SR4_WTP2, 9999-06-01 ,1,100
SR4_WTP2, 9999-07-01 ,1,100
SR4_WTP2, 9999-08-01 ,1,100
SR4_WTP2, 9999-09-01 ,1,100
Urb2_J2, 9999-01-01 ,1,400
Urb2_J2, 9999-02-01 ,1,400
Urb2_J2, 9999-03-01 ,1,400
Urb2_J2, 9999-04-01 ,1,400
Urb2_J2, 9999-05-01 ,1,400
Urb2_J2, 9999-06-01 ,1,400
Urb2_J2, 9999-07-01 ,1,400
Urb2_J2, 9999-08-01 ,1,400
Urb2_J2, 9999-09-01 ,1,400
WTP2_Urb2, 9999-01-01 ,1,400
WTP2_Urb2, 9999-02-01 ,1,400
WTP2_Urb2, 9999-03-01 ,1,400
WTP2_Urb2, 9999-04-01 ,1,400
WTP2_Urb2, 9999-05-01 ,1,400
WTP2_Urb2, 9999-06-01 ,1,400
WTP2_Urb2, 9999-07-01 ,1,400
WTP2_Urb2, 9999-08-01 ,1,400
WTP2_Urb2, 9999-09-01 ,1,400
